booking_id,hotel,arrival_year,arrival_month,arrival_day_of_month,stays_in_week_nights,stays_in_weekend_nights,avg_price_per_room,country,market_segment_type,booking_status,email,lead_time,arrival_date_week_number
,city hotel,2015,,30,3,0,111.0,prt,online ta,cancelled,angelica_jackson84@att.com,81,53
,city hotel,2016,,5,3,0,115.2,prt,online ta,cancelled,calvin.vargas@xfinity.com,192,19
,city hotel,2015,,31,5,2,90.64,rus,online ta,not cancelled,christie_o@mail.com,45,44
,city hotel,2015,,4,3,0,105.5,bel,online ta,not cancelled,scott_e@att.com,46,45
,city hotel,2015,,17,2,0,86.6,esp,offline ta/to,not cancelled,jason_s@att.com,5,47
,city hotel,2016,,22,1,0,85.0,prt,groups,cancelled,mcclain_sharon49@att.com,86,4
,city hotel,2016,,22,1,0,85.0,prt,groups,cancelled,kcunningham@hotmail.com,86,4
,city hotel,2016,,13,4,0,100.0,prt,groups,cancelled,pamela_wallace64@aol.com,130,16
,city hotel,2016,,28,3,0,110.0,prt,offline ta/to,cancelled,opeck@gmail.com,178,18
,city hotel,2016,,11,1,0,65.0,prt,groups,cancelled,solomon_dr.@yahoo.com,278,33
,city hotel,2015,,25,2,1,90.23,fra,online ta,not cancelled,david_harmon@outlook.com,39,52
,city hotel,2015,,29,3,0,60.0,fra,offline ta/to,not cancelled,matthewpatterson@mail.com,95,53
,city hotel,2015,,30,4,1,80.5,che,direct,not cancelled,shari.b62@outlook.com,83,53
,city hotel,2016,,17,2,0,75.0,prt,groups,cancelled,chris_lawrence@hotmail.com,68,8
,city hotel,2016,,17,2,0,75.0,prt,groups,cancelled,jpearson90@verizon.com,68,8
,city hotel,2016,,28,3,0,228.0,prt,direct,not cancelled,brittany.l@yahoo.com,1,5
,city hotel,2016,,8,0,1,129.0,prt,online ta,not cancelled,hurley_ryan81@outlook.com,3,7
,city hotel,2016,,13,1,0,81.0,prt,online ta,not cancelled,perry.richard@gmail.com,4,7
,city hotel,2016,,13,1,0,79.0,prt,online ta,not cancelled,yvonne.garza@yandex.com,1,7
,city hotel,2016,,13,1,0,128.0,prt,direct,not cancelled,grace.p@aol.com,1,7
,city hotel,2016,,13,2,2,91.0,chn,online ta,not cancelled,donald_rush@zoho.com,10,7
,city hotel,2016,,19,1,0,81.0,prt,corporate,not cancelled,jonathan_murphy32@verizon.com,99,8
,city hotel,2016,,19,2,2,84.35,chl,online ta,not cancelled,kathleen_vance69@yahoo.com,35,8
,city hotel,2016,,22,2,1,82.7,fra,online ta,not cancelled,mjames@outlook.com,36,9
,city hotel,2016,,27,1,0,91.0,mco,online ta,not cancelled,paulcole@yandex.com,1,9
,city hotel,2016,,16,1,0,109.0,prt,online ta,not cancelled,jessica.g@zoho.com,0,12
,city hotel,2016,,18,2,1,105.3,deu,online ta,not cancelled,owens.melissa90@aol.com,68,12
,city hotel,2016,,22,1,0,99.0,bel,direct,not cancelled,robert.price78@xfinity.com,0,13
,city hotel,2016,,29,2,0,0.0,gbr,complementary,not cancelled,gray.amy@outlook.com,0,14
,city hotel,2016,,29,4,0,98.6,fra,online ta,not cancelled,shawna.f@xfinity.com,58,14
,city hotel,2016,,30,3,0,123.3,prt,online ta,not cancelled,steve.dunn@xfinity.com,51,14
,city hotel,2016,,2,1,0,99.0,irl,online ta,not cancelled,autumn_w46@zoho.com,4,14
,city hotel,2016,,28,5,1,127.67,deu,online ta,not cancelled,jessica_morris@protonmail.com,9,14
,city hotel,2016,,1,2,0,156.0,prt,online ta,not cancelled,sharon_herrera59@aol.com,3,14
,city hotel,2016,,12,3,0,96.3,ita,online ta,not cancelled,william_baker@gmail.com,89,16
,city hotel,2016,,21,2,0,119.0,bra,online ta,not cancelled,latoyadvm74@zoho.com,14,17
,city hotel,2016,,23,1,2,95.0,fra,offline ta/to,not cancelled,butler_craig78@yahoo.com,44,17
,city hotel,2016,,26,1,0,98.0,prt,groups,not cancelled,jennifer_rice@comcast.net,101,18
,city hotel,2016,,29,2,2,172.0,esp,online ta,not cancelled,charles_frank@outlook.com,10,18
,city hotel,2016,,4,3,0,80.0,fra,offline ta/to,not cancelled,paul.r@verizon.com,103,19
,city hotel,2016,,8,3,2,75.0,fra,offline ta/to,not cancelled,pellis@protonmail.com,88,20
,city hotel,2016,,10,3,0,98.0,deu,offline ta/to,not cancelled,bobby_young@att.com,71,20
,city hotel,2016,,20,1,0,65.0,prt,groups,not cancelled,christopher_g@verizon.com,198,21
,city hotel,2016,,20,3,2,70.0,deu,offline ta/to,not cancelled,molly_curtis18@yahoo.com,212,21
,city hotel,2016,,23,2,1,95.0,irl,aviation,not cancelled,julie_beck@verizon.com,4,22
,city hotel,2016,,4,1,2,106.0,bel,direct,not cancelled,jordan_mitchell@yahoo.com,200,23
,city hotel,2016,,10,2,1,90.67,prt,offline ta/to,not cancelled,mercer.kristin@yahoo.com,57,24
,city hotel,2016,,10,2,1,75.33,prt,offline ta/to,not cancelled,ronald.m@comcast.net,57,24
,city hotel,2016,,12,0,1,135.0,prt,online ta,not cancelled,nancy_mcclure14@xfinity.com,0,25
,city hotel,2016,,14,2,0,179.0,nld,online ta,not cancelled,ashley_sullivan@protonmail.com,1,25
,city hotel,2016,,19,2,2,156.0,fra,online ta,not cancelled,cox_michael@verizon.com,7,26
,city hotel,2016,,20,3,1,73.37,prt,online ta,not cancelled,jwilliams@yahoo.com,224,26
,city hotel,2016,,23,1,0,91.0,chn,direct,not cancelled,bsanchez@aol.com,6,26
,city hotel,2016,,20,3,1,80.75,swe,offline ta/to,not cancelled,travis.robinson77@hotmail.com,75,26
,city hotel,2016,,24,2,1,65.0,prt,groups,not cancelled,santos.beth@mail.com,53,26
,city hotel,2016,,28,4,0,131.4,fra,online ta,not cancelled,andrew_w@yahoo.com,58,27
,city hotel,2016,,1,2,0,96.3,nld,online ta,not cancelled,justin_m@yahoo.com,141,27
,city hotel,2016,,4,0,1,149.0,prt,direct,not cancelled,jharris@hotmail.com,3,28
,city hotel,2016,,5,1,0,114.4,esp,offline ta/to,not cancelled,matthew.j61@mail.com,6,28
,city hotel,2016,,7,3,0,167.95,bra,direct,not cancelled,figueroa.vincent15@outlook.com,31,28
,city hotel,2016,,9,2,2,105.83,prt,online ta,not cancelled,eric_poole@gmail.com,122,28
,city hotel,2016,,11,5,1,85.0,bra,offline ta/to,not cancelled,smith.william@protonmail.com,70,29
,city hotel,2016,,16,1,0,108.8,prt,direct,not cancelled,edward_r@xfinity.com,76,29
,city hotel,2016,,15,2,0,121.5,esp,online ta,not cancelled,kimberlyshaw@aol.com,84,29
,city hotel,2016,,16,1,1,130.5,bel,online ta,not cancelled,keithkennedy@outlook.com,162,29
,city hotel,2016,,16,1,2,72.08,prt,offline ta/to,not cancelled,stewart.sara@hotmail.com,250,29
,city hotel,2016,,15,2,2,92.28,che,online ta,not cancelled,kelly_c@xfinity.com,135,29
,city hotel,2016,,18,1,1,65.0,prt,corporate,not cancelled,wburns@yahoo.com,4,30
,city hotel,2016,,22,2,0,94.5,fra,online ta,not cancelled,hays.kristin@zoho.com,187,30
,city hotel,2016,,25,0,1,67.0,prt,corporate,not cancelled,blake_mccullough@comcast.net,39,31
,city hotel,2016,,26,3,0,97.54,fra,online ta,not cancelled,henry.susan93@mail.com,86,31
,city hotel,2016,,31,0,2,94.5,fra,online ta,not cancelled,ryan_bartlett@aol.com,174,32
,city hotel,2016,,25,5,3,71.6,dnk,online ta,not cancelled,mrs..r@outlook.com,160,31
,city hotel,2016,,3,2,0,121.5,gbr,online ta,not cancelled,moore.stephen@xfinity.com,186,32
,city hotel,2016,,2,4,0,99.45,esp,online ta,not cancelled,morgan.wright@mail.com,156,32
,city hotel,2016,,6,1,0,151.0,fra,online ta,not cancelled,jglover49@gmail.com,13,32
,city hotel,2016,,5,2,0,109.8,fra,online ta,not cancelled,victor_l@mail.com,138,32
,city hotel,2016,,6,1,2,125.1,fra,online ta,not cancelled,alvarez_nicole@hotmail.com,51,32
,city hotel,2016,,14,0,2,153.0,esp,online ta,not cancelled,brown_kenneth@comcast.net,9,34
,city hotel,2016,,18,2,0,115.0,deu,offline ta/to,not cancelled,victor_walls@gmail.com,320,34
,city hotel,2016,,27,3,2,80.75,deu,offline ta/to,not cancelled,jmartin@verizon.com,149,35
,city hotel,2016,,2,1,0,119.0,prt,online ta,not cancelled,hickman_holly@mail.com,12,36
,city hotel,2016,,8,1,0,118.58,che,online ta,not cancelled,billyyoung@aol.com,17,37
,city hotel,2016,,5,4,1,104.76,nld,online ta,not cancelled,castillo_maria@zoho.com,67,37
,city hotel,2016,,8,4,2,183.6,fra,online ta,not cancelled,curtis.b@yandex.com,67,37
,city hotel,2016,,15,1,0,235.0,prt,direct,not cancelled,richards.matthew70@mail.com,8,38
,city hotel,2016,,15,2,0,117.33,deu,online ta,not cancelled,dgarza@gmail.com,33,38
,city hotel,2016,,17,1,1,65.0,fra,groups,not cancelled,nathan.mckenzie@hotmail.com,315,38
,city hotel,2016,,17,1,2,156.0,ita,groups,not cancelled,dawn.rivera12@comcast.net,25,38
,city hotel,2016,,18,1,2,171.33,deu,online ta,not cancelled,aaron.a28@zoho.com,12,39
,city hotel,2016,,21,1,0,115.04,usa,online ta,not cancelled,nathanbailey@yandex.com,57,39
,city hotel,2016,,21,1,0,120.0,prt,direct,not cancelled,jchen@zoho.com,0,39
,city hotel,2016,,27,1,0,190.0,prt,online ta,not cancelled,dvm.dale41@yahoo.com,1,40
,city hotel,2016,,27,3,0,135.9,bel,online ta,not cancelled,cmiller@gmail.com,65,40
,city hotel,2016,,6,3,1,75.0,cn,offline ta/to,not cancelled,nichols.veronica@yahoo.com,85,41
,city hotel,2016,,14,2,0,115.0,deu,offline ta/to,not cancelled,stephen.moyer@protonmail.com,377,42
,city hotel,2016,,13,3,0,80.0,fra,offline ta/to,not cancelled,michelle_green@hotmail.com,335,42
,city hotel,2016,,17,0,1,150.0,esp,direct,not cancelled,cjohnson@outlook.com,3,43
,city hotel,2016,,16,4,2,80.75,deu,offline ta/to,not cancelled,kbradley74@zoho.com,82,43
,city hotel,2016,,22,1,0,129.0,prt,direct,not cancelled,mnavarro@mail.com,1,43
,city hotel,2016,,22,2,2,90.95,grc,online ta,not cancelled,chadstrickland@xfinity.com,219,43
,city hotel,2016,,27,2,0,113.75,ago,direct,not cancelled,stephaniecarter@verizon.com,2,44
,city hotel,2016,,22,5,2,102.86,bel,online ta,not cancelled,george.james@gmail.com,157,43
,city hotel,2016,,22,5,2,116.36,grc,online ta,not cancelled,ortiz_michael33@gmail.com,134,43
,city hotel,2016,,27,3,2,128.0,gbr,online ta,not cancelled,tyler.g@xfinity.com,6,44
,city hotel,2016,,28,2,2,130.0,fra,online ta,not cancelled,ronald.m27@att.com,3,44
,city hotel,2016,,30,2,2,90.45,fra,online ta,not cancelled,lisarogers70@aol.com,98,45
,city hotel,2016,,5,1,1,112.0,fra,offline ta/to,not cancelled,felicia.chavez62@outlook.com,44,45
,city hotel,2016,,16,1,0,114.0,esp,online ta,not cancelled,tyler.w@zoho.com,35,47
,city hotel,2016,,19,1,0,79.2,chn,online ta,not cancelled,royanderson61@mail.com,32,47
,city hotel,2016,,18,2,0,89.2,fra,online ta,not cancelled,lynch_jay@aol.com,46,47
,city hotel,2016,,24,1,0,95.0,moz,offline ta/to,not cancelled,bryant_vanessa@comcast.net,2,48
,city hotel,2016,,23,3,0,78.3,nor,online ta,not cancelled,diane_murphy16@att.com,308,48
,city hotel,2016,,25,1,0,67.0,prt,corporate,not cancelled,ross_michelle@yandex.com,122,48
,city hotel,2016,,24,3,0,93.6,mar,online ta,not cancelled,james_jensen@att.com,55,48
,city hotel,2016,,5,1,1,93.6,jpn,online ta,not cancelled,tamara_berger@mail.com,54,50
,city hotel,2016,,17,1,1,72.0,bra,offline ta/to,not cancelled,young.margaret@aol.com,59,51
,city hotel,2016,,18,2,2,80.0,deu,offline ta/to,not cancelled,kaitlyn_rodriguez@yahoo.com,5,52
,city hotel,2016,,24,1,0,215.5,cub,direct,not cancelled,michael.hancock@protonmail.com,8,52
,city hotel,2016,,23,2,2,115.6,fra,online ta,not cancelled,bernard.schmitt@mail.com,148,52
,city hotel,2016,,26,4,1,130.05,ita,online ta,not cancelled,cherylortiz@att.com,190,53
,city hotel,2016,,27,10,2,68.57,deu,online ta,not cancelled,daniel.p@aol.com,310,53
,city hotel,2015,,11,1,0,75.0,prt,online ta,not cancelled,wleon@yahoo.com,0,33
,city hotel,2015,,9,2,1,62.8,prt,groups,cancelled,cody.i23@yandex.com,262,46
,city hotel,2015,,25,3,2,170.0,prt,groups,cancelled,gsanchez@outlook.com,343,39
,city hotel,2015,,19,1,1,135.5,prt,online ta,not cancelled,john.h40@yandex.com,5,38
,city hotel,2015,,28,1,1,65.0,prt,corporate,not cancelled,morris.victor20@mail.com,3,40
,city hotel,2015,,28,1,1,170.0,prt,groups,not cancelled,timothy_e22@comcast.net,19,40
,city hotel,2015,,11,1,2,114.0,prt,direct,not cancelled,bedwards@comcast.net,4,42
,city hotel,2015,,15,1,0,65.0,prt,corporate,not cancelled,robertson_victoria@yahoo.com,23,42
,city hotel,2015,,15,3,1,90.0,prt,groups,not cancelled,bryan.n@gmail.com,16,42
,city hotel,2015,,22,1,0,0.0,prt,complementary,not cancelled,wanda.johnson54@comcast.net,8,43
,city hotel,2015,,13,2,0,0.0,prt,complementary,cancelled,dshaffer@xfinity.com,21,46
,city hotel,2015,,8,2,0,90.0,prt,offline ta/to,cancelled,tonywest@protonmail.com,34,50
,city hotel,2015,,20,2,0,73.0,prt,offline ta/to,not cancelled,judy.fischer38@xfinity.com,32,47
,city hotel,2015,,25,4,1,60.0,prt,offline ta/to,not cancelled,justin.benitez@verizon.com,62,48
,city hotel,2016,,30,3,0,80.0,prt,offline ta/to,cancelled,michael.mathews@protonmail.com,146,14
,city hotel,2015,,10,3,1,74.25,fra,online ta,not cancelled,awilson@hotmail.com,37,50
,city hotel,2016,,27,4,0,75.0,prt,offline ta/to,cancelled,travis.jacobs88@yahoo.com,182,18
,city hotel,2015,,17,1,0,65.0,bra,direct,not cancelled,jackson.brent@verizon.com,0,51
,city hotel,2016,,21,1,2,75.0,prt,offline ta/to,cancelled,christykirby77@comcast.net,109,9
,city hotel,2016,,11,1,0,65.0,prt,groups,cancelled,chan_lauren@outlook.com,278,33
,city hotel,2016,,19,1,0,80.0,prt,corporate,cancelled,syoung@yandex.com,99,8
,city hotel,2015,,19,2,2,89.0,ita,offline ta/to,not cancelled,scott.jones50@hotmail.com,8,51
,city hotel,2015,,24,2,0,83.75,prt,direct,not cancelled,andrew.king@xfinity.com,19,52
,city hotel,2015,,26,2,2,64.0,esp,offline ta/to,not cancelled,ray_aaron@comcast.net,43,52
,city hotel,2015,,30,2,0,127.0,jpn,online ta,not cancelled,allison_stanley@yandex.com,58,53
,city hotel,2016,,10,1,0,50.0,prt,corporate,not cancelled,margaret_baker@yandex.com,0,11
,city hotel,2016,,9,2,0,65.0,prt,corporate,not cancelled,bridges.mark@hotmail.com,1,11
,city hotel,2016,,7,1,0,87.32,usa,online ta,not cancelled,andrea_z40@yahoo.com,80,2
,city hotel,2016,,15,2,0,87.3,aut,online ta,not cancelled,jones_danielle80@outlook.com,2,3
,city hotel,2016,,26,1,0,86.0,gbr,online ta,not cancelled,walter_curtis@yandex.com,1,5
,city hotel,2016,,30,1,0,77.6,prt,offline ta/to,not cancelled,annegriffin@xfinity.com,0,5
,city hotel,2016,,16,1,0,65.0,prt,corporate,not cancelled,nancy_m@xfinity.com,0,12
,city hotel,2016,,28,2,2,72.2,deu,online ta,not cancelled,richard.h@mail.com,39,10
,city hotel,2016,,2,3,0,89.3,fra,online ta,not cancelled,alexis_c95@xfinity.com,49,10
,city hotel,2016,,4,2,1,89.44,gbr,online ta,not cancelled,nicholas.b@mail.com,16,10
,city hotel,2016,,11,2,1,97.0,ita,online ta,not cancelled,maria.hebert@comcast.net,10,11
,city hotel,2016,,18,2,0,162.45,gbr,online ta,not cancelled,jacobs.johnny65@protonmail.com,35,12
,city hotel,2016,,23,3,0,133.0,esp,online ta,not cancelled,alejandro_r@mail.com,5,13
,city hotel,2016,,25,2,1,60.0,prt,offline ta/to,not cancelled,pierce_christina@zoho.com,189,13
,city hotel,2016,,2,3,2,75.0,fra,offline ta/to,not cancelled,robert_gibson73@att.com,60,14
,city hotel,2016,,8,2,2,173.35,ita,offline ta/to,not cancelled,cclark@mail.com,70,15
,city hotel,2016,,4,2,0,65.0,prt,corporate,not cancelled,dr..jr.@xfinity.com,0,19
,city hotel,2016,,13,1,0,90.0,prt,groups,not cancelled,tammywallace@yandex.com,138,16
,city hotel,2016,,15,2,1,96.3,prt,online ta,not cancelled,robert_r73@yahoo.com,79,16
,city hotel,2016,,18,2,1,71.0,bel,offline ta/to,not cancelled,pacheco_kellie@verizon.com,125,17
,city hotel,2016,,23,1,2,85.0,fra,offline ta/to,not cancelled,wyattmartinez@comcast.net,44,17
,city hotel,2016,,21,3,2,125.0,fra,online ta,not cancelled,emmamontgomery17@comcast.net,5,17
,city hotel,2016,,25,3,1,103.7,deu,online ta,not cancelled,walters.melissa82@mail.com,81,18
,city hotel,2016,,23,4,2,112.48,fra,online ta,not cancelled,travis_rice@hotmail.com,64,17
,city hotel,2016,,11,1,0,110.0,prt,corporate,cancelled,duncan_samuel@protonmail.com,4,42
,city hotel,2016,,12,1,0,129.0,deu,online ta,not cancelled,jsmith@outlook.com,1,20
,city hotel,2016,,13,1,0,215.0,prt,online ta,not cancelled,matthew_m@aol.com,7,20
,city hotel,2016,,13,2,0,140.4,irl,online ta,not cancelled,hannah.knight@mail.com,56,20
,city hotel,2016,,16,3,1,119.85,fra,online ta,not cancelled,svang15@xfinity.com,105,21
,city hotel,2016,,22,1,2,97.71,gbr,online ta,not cancelled,jacob.brown44@zoho.com,63,22
,city hotel,2016,,24,1,0,141.0,fra,online ta,not cancelled,ann_jimenez@xfinity.com,0,22
,city hotel,2016,,25,1,0,119.0,tur,online ta,not cancelled,medina_melinda@gmail.com,8,22
,city hotel,2016,,27,1,0,62.5,prt,offline ta/to,not cancelled,danielle_rangel@att.com,14,22
,city hotel,2016,,30,0,1,120.0,nld,groups,not cancelled,jonathan_o@aol.com,56,23
,city hotel,2016,,31,3,0,115.5,esp,online ta,not cancelled,stephanie_s78@att.com,43,23
,city hotel,2016,,3,2,0,100.0,prt,offline ta/to,not cancelled,cynthia.m@xfinity.com,70,23
,city hotel,2016,,10,2,1,80.75,irl,offline ta/to,not cancelled,susan.h@outlook.com,207,24
,city hotel,2016,,13,0,1,79.0,usa,online ta,not cancelled,jason.yang@outlook.com,2,25
,city hotel,2016,,13,3,1,116.28,deu,offline ta/to,not cancelled,ediaz16@comcast.net,76,25
,city hotel,2016,,18,2,2,126.9,nld,online ta,not cancelled,seanmcbride25@mail.com,55,25
,city hotel,2016,,1,2,0,128.7,ita,online ta,not cancelled,jason_h@yandex.com,142,27
,city hotel,2016,,2,1,1,131.4,prt,online ta,not cancelled,msmith71@att.com,232,27
,city hotel,2016,,7,1,0,79.0,prt,corporate,not cancelled,jessicaramirez@verizon.com,55,28
,city hotel,2016,,12,3,0,106.03,prt,online ta,not cancelled,edward.j@mail.com,100,29
,city hotel,2016,,12,4,0,189.0,fra,online ta,not cancelled,joseph_c@zoho.com,96,29
,city hotel,2016,,17,0,1,137.7,slv,online ta,not cancelled,scottbeard@att.com,87,30
,city hotel,2016,,14,3,1,72.25,gbr,offline ta/to,not cancelled,david.wallace47@yandex.com,113,29
,city hotel,2016,,15,2,1,159.9,prt,direct,not cancelled,jaclyn.t@yahoo.com,140,29
,city hotel,2016,,19,0,0,0.0,gbr,direct,not cancelled,watkins.daniel@outlook.com,0,30
,city hotel,2016,,18,1,1,85.0,fra,offline ta/to,not cancelled,angela_proctor@xfinity.com,32,30
,city hotel,2016,,21,2,0,90.0,deu,offline ta/to,not cancelled,travis_g@yandex.com,292,30
,city hotel,2016,,23,2,2,130.55,fra,online ta,not cancelled,kimberlyadams@aol.com,173,30
,city hotel,2016,,15,8,4,110.5,fra,online ta,not cancelled,danny_brooks@verizon.com,171,29
,city hotel,2016,,27,1,0,125.1,nld,online ta,not cancelled,gina_c@protonmail.com,56,31
,city hotel,2016,,23,4,2,90.95,ita,online ta,not cancelled,derrickdickerson@hotmail.com,179,30
,city hotel,2016,,1,3,1,146.7,fra,direct,not cancelled,arthur_j@hotmail.com,112,32
,city hotel,2016,,4,3,2,110.7,swe,online ta,not cancelled,jackson.sydney25@hotmail.com,115,32
,city hotel,2016,,10,1,0,204.0,fra,online ta,not cancelled,cohen_dustin@yandex.com,19,33
,city hotel,2016,,18,2,0,115.0,deu,offline ta/to,not cancelled,sfletcher57@hotmail.com,320,34
,city hotel,2016,,14,5,2,105.52,fra,online ta,not cancelled,jtate@zoho.com,155,34
,city hotel,2016,,19,2,0,187.5,esp,online ta,not cancelled,thomas.d@outlook.com,12,34
,city hotel,2016,,23,2,0,137.0,esp,online ta,not cancelled,christopher_black@outlook.com,9,35
,city hotel,2016,,18,6,2,100.51,fra,online ta,not cancelled,kathryn.howard@att.com,214,34
,city hotel,2016,,29,0,1,128.7,deu,online ta,not cancelled,chad.r@yandex.com,166,36
,city hotel,2016,,29,5,2,92.35,fra,online ta,not cancelled,snyder.kelly@hotmail.com,68,36
,city hotel,2016,,10,1,1,96.0,ita,groups,not cancelled,christine_williams@outlook.com,240,37
,city hotel,2016,,8,3,1,149.4,gbr,online ta,not cancelled,robertadams20@gmail.com,68,37
,city hotel,2016,,14,1,0,108.0,fra,groups,not cancelled,karen.r98@mail.com,41,38
,city hotel,2016,,15,3,0,80.75,aut,offline ta/to,not cancelled,romero.mary@zoho.com,232,38
,city hotel,2016,,19,3,1,95.88,nld,offline ta/to,not cancelled,stephaniegarcia@outlook.com,161,39
,city hotel,2016,,21,3,0,101.33,bel,offline ta/to,not cancelled,mtaylor@yahoo.com,271,39
,city hotel,2016,,21,4,0,117.0,ita,offline ta/to,not cancelled,brandonjacobson@outlook.com,296,39
,city hotel,2016,,23,2,0,0.0,fra,groups,not cancelled,rwilliams@zoho.com,4,39
,city hotel,2016,,22,3,1,220.53,fra,online ta,not cancelled,joseph_ware@hotmail.com,28,39
,city hotel,2016,,25,0,1,85.5,bra,offline ta/to,not cancelled,david_harrison@yandex.com,37,40
,city hotel,2016,,24,1,1,239.0,fra,online ta,not cancelled,amanda_r@gmail.com,5,39
,city hotel,2016,,25,0,1,129.7,deu,online ta,not cancelled,smith_tiffany76@comcast.net,39,40
,city hotel,2016,,23,2,2,162.0,fra,online ta,not cancelled,lisaclark@mail.com,151,39
,city hotel,2016,,28,1,0,164.0,prt,online ta,not cancelled,anita.m61@yandex.com,15,40
,city hotel,2016,,2,1,2,126.0,deu,online ta,not cancelled,katherinelucero88@yandex.com,37,41
,city hotel,2016,,2,1,2,108.0,bel,online ta,not cancelled,jasonrojas@outlook.com,95,41
,city hotel,2016,,2,1,2,85.0,nld,offline ta/to,not cancelled,stokes_jesse43@xfinity.com,9,41
,city hotel,2016,,2,1,2,154.0,usa,online ta,not cancelled,graves.deborah@att.com,1,41
,city hotel,2016,,2,2,2,126.0,fra,online ta,not cancelled,ltaylor@hotmail.com,38,41
,city hotel,2016,,7,2,0,144.0,gbr,online ta,not cancelled,shelia.porter@comcast.net,1,41
,city hotel,2016,,9,1,2,80.75,isr,offline ta/to,not cancelled,kathleen_matthews@yandex.com,59,42
,city hotel,2016,,9,2,2,110.7,esp,online ta,not cancelled,jbates@yandex.com,126,42
,city hotel,2016,,13,3,0,80.0,fra,offline ta/to,not cancelled,walsh_robert30@xfinity.com,335,42
,city hotel,2016,,13,3,0,90.95,gbr,offline ta/to,not cancelled,gregory.b@mail.com,261,42
,city hotel,2016,,19,2,0,85.5,irl,offline ta/to,not cancelled,horton.susan@protonmail.com,43,43
,city hotel,2016,,17,4,1,160.0,fra,online ta,not cancelled,bryant_cody@outlook.com,5,43
,city hotel,2016,,21,2,1,85.5,irl,offline ta/to,not cancelled,christine_b@verizon.com,48,43
,city hotel,2016,,22,2,2,70.44,gbr,online ta,not cancelled,timothy.melton@mail.com,189,43
,city hotel,2016,,26,2,0,113.0,fra,online ta,not cancelled,mitchell.t@outlook.com,41,44
,city hotel,2016,,25,3,0,129.0,prt,online ta,not cancelled,patricia_m@att.com,28,44
,city hotel,2016,,30,1,2,96.6,fra,online ta,not cancelled,kellyrichards@att.com,68,45
,city hotel,2016,,1,1,0,160.0,prt,direct,not cancelled,kevinbrown18@mail.com,0,45
,city hotel,2016,,1,4,0,144.0,ita,online ta,not cancelled,robert.hernandez@mail.com,51,45
,city hotel,2016,,11,2,1,97.0,ita,online ta,not cancelled,jcardenas@gmail.com,61,46
,city hotel,2016,,11,0,2,88.0,prt,direct,not cancelled,powell.marcus88@verizon.com,17,51
,city hotel,2016,,25,2,1,79.2,prt,online ta,not cancelled,bean_samuel89@hotmail.com,22,48
,city hotel,2016,,29,1,0,79.0,esp,corporate,not cancelled,william.h@outlook.com,0,49
,city hotel,2016,,16,1,0,70.0,prt,offline ta/to,not cancelled,jeremy.r@comcast.net,4,51
,city hotel,2016,,16,2,0,0.0,prt,complementary,not cancelled,mitchell_jones@yahoo.com,38,51
,city hotel,2016,,29,2,0,120.0,usa,online ta,not cancelled,antonio_edwards@comcast.net,1,53
,city hotel,2015,,28,2,1,79.0,aut,direct,not cancelled,diane_grant@yandex.com,10,35
,city hotel,2015,,4,1,0,84.0,prt,offline ta/to,not cancelled,mevans29@xfinity.com,219,36
,city hotel,2015,,3,3,0,130.33,esp,online ta,not cancelled,jessica_w@yandex.com,1,36
,city hotel,2016,,19,1,1,0.0,prt,complementary,not cancelled,alexandra_simmons44@outlook.com,0,52
,city hotel,2015,,20,0,2,100.0,prt,corporate,cancelled,traci.p@verizon.com,6,39
,city hotel,2015,,20,0,2,90.0,prt,corporate,cancelled,holmes.victor@yandex.com,6,39
,city hotel,2015,,15,1,0,95.0,prt,direct,not cancelled,michellemorales24@comcast.net,0,38
,city hotel,2015,,17,1,0,200.0,prt,online ta,not cancelled,avalenzuela@xfinity.com,0,38
,city hotel,2015,,5,0,1,126.0,prt,online ta,not cancelled,james_c@zoho.com,17,41
,city hotel,2015,,14,3,0,96.3,bel,online ta,not cancelled,mrs..dvm@xfinity.com,30,42
,city hotel,2015,,24,1,0,215.0,prt,online ta,cancelled,leonard.casey@mail.com,16,43
,city hotel,2015,,21,1,0,107.0,prt,direct,not cancelled,lsmith@mail.com,0,43
,city hotel,2015,,21,1,0,0.0,prt,offline ta/to,not cancelled,krosales@outlook.com,5,43
,city hotel,2015,,30,2,1,113.33,prt,online ta,cancelled,cmorris@yahoo.com,11,44
,city hotel,2015,,26,0,1,114.0,bra,direct,not cancelled,yang.shelly37@outlook.com,12,44
,city hotel,2015,,30,1,0,95.0,prt,offline ta/to,not cancelled,priscilla_t@zoho.com,9,44
,city hotel,2015,,30,1,0,95.0,prt,direct,cancelled,samuelharris@comcast.net,0,44
,city hotel,2015,,7,1,0,76.0,prt,online ta,not cancelled,nicholasle66@att.com,9,45
,city hotel,2015,,5,3,0,37.07,prt,offline ta/to,not cancelled,rebecca.lowery20@xfinity.com,21,45
,city hotel,2015,,5,3,0,95.0,nld,direct,not cancelled,ortiz_jennifer@hotmail.com,1,45
,city hotel,2015,,6,2,1,80.0,fra,offline ta/to,not cancelled,nicholas.a61@aol.com,3,45
,city hotel,2015,,13,2,1,101.0,prt,online ta,cancelled,jones_nicole@att.com,23,46
,city hotel,2015,,27,0,2,65.0,prt,groups,cancelled,linda_miller@gmail.com,72,53
,city hotel,2016,,21,1,0,65.0,prt,corporate,not cancelled,kimberly.m@comcast.net,98,39
